"","sh.600104","sz.000800","sh.601238","sz.000333","sh.601888","sz.000625","sh.600660","sh.600690","sh.600741","sh.601633","sh.600760","sz.000069","sh.601799","sz.002594","sh.600519","sh.600600","sh.600809","sh.600887","sz.002311","sz.000858","sz.000895","sh.600132","sz.000596","sz.000568","sz.002304","sh.600803","sh.601808","sh.601699","sh.600028","sh.601857","sh.600188","sh.601088","sz.000983","sh.601898","sh.601377","sh.601628","sh.601336","sh.601288","sh.601328","sh.601601","sh.601318","sh.601398","sh.600000","sh.601788","sz.300059","sz.300033","sz.002142","sz.000776","sz.000001","sh.601688","sh.601939","sh.601169","sh.601901","sh.601818","sh.601988","sh.601166","sh.601998","sh.600016","sh.600030","sh.600015","sh.600837","sh.600036","sh.600999","sh.601009","sh.600085","sz.002603","sz.000661","sz.000963","sz.300122","sh.600276","sz.000999","sz.300015","sh.600436","sh.600332","sz.002001","sh.600196","sz.002007","sh.601607","sh.600372","sh.600029","sz.000338","sh.600031","sz.002202","sz.002179","sh.600233","sz.000157","sz.000425","sh.600039","sh.600115","sz.002352","sh.600018","sh.601800","sh.601766","sh.600875","sh.600893","sh.601668","sh.601618","sh.601390","sh.601006","sh.600009","sh.601100","sh.601111","sh.601117","sh.601186","sz.000768","sh.600089","sz.300274","sz.300124","sz.300014","sz.000977","sz.002475","sz.002459","sz.002415","sz.002410","sz.002371","sz.002236","sz.002241","sz.002230","sh.600460","sz.000063","sh.600570","sz.000733","sz.000725","sh.600588","sh.600183","sh.600845","sh.601012","sh.600019","sh.600426","sh.600010","sh.600489","sh.600585","sh.601899","sz.000877","sh.600111","sh.600176","sz.002648","sz.002271","sh.603993","sz.002460","sz.002601","sh.600362","sz.002493","sh.600048","sh.600606","sh.600050","sz.002027","sh.600795","sh.600674","sh.600886","sh.600023","sh.600011"
"2023-02-08",-0.0023814316558782,0.190235625468642,0.397168753710079,0.405132522215317,0.880736146081375,1.27254756606878,0.354414285189328,0.390028611082501,0.198383519016743,1.27273253948458,0.481411651993183,1.17468800057633,1.25519531926248,0.175722268259124,0.0424645340394753,0.699047883796967,0.345282163653153,-0.368397399466726,0.365423421113037,0.0967224760622913,0.122417997531311,0.799262987596097,1.11579733044773,0.972097944639447,0.500171640614623,0.445762132309327,1.37230595830065,0.673188225662603,0.255026230577113,0.200033082999586,0.486059835753849,0.28532966090582,0.790692791902097,0.49334003420061,0.0511797408473815,0.77880334423274,0.359661217255646,0.993950738907667,0.482410061363648,0.641960934830886,0.210666017785097,-0.0287729712868357,-0.248509616096486,0.492173177611132,1.22930713185036,1.13087383172012,0.69035261168013,0.479710814486176,0.525322077705765,-0.0472399349788947,-0.118386071643463,0.203562061341779,0.175893221946095,1.34157621473988,0.854186398668567,0.310632804282927,0.538429600081673,0.359273118561987,0.147582803349324,0.198517183324564,-0.0818304107804962,0.783401533303307,-0.290169086872002,-0.45306790489556,-0.0377753792049012,1.20496675382241,1.0620038173415,0.768406873878245,0.927587621838008,0.733662875721933,0.749650122306646,0.769364302744213,-0.757779640645679,-0.068780959962504,0.7748408455315,0.945747036612735,0.652611966727322,0.339865553220996,0.0157323359743141,0.836557333247871,-0.56540232619755,0.519674551766373,0.168521223471767,0.444656848920334,0.564115121944848,-0.103393558017759,0.443762576262436,0.338487307094998,0.557517876321272,0.243081304541432,0.00535840122704427,0.0202697748204071,-0.0388683939149346,0.693043848645589,-0.171535993301625,0.390327403555126,0.808730126583767,0.195858661464467,0.293042590072979,0.377979295942163,0.935229288024571,1.06592832158531,0.185506431543862,-0.0986584820489506,0.551711318543631,-0.0359334588787951,1.7242626908287,0.770402072592745,1.26650756221415,0.0872924166688311,0.949493881532763,0.482009583460157,0.501311303569143,0.965230293993012,1.27875498989859,0.381358152546975,1.34461745448023,0.930102467946715,-0.169656879094524,0.201544643734709,1.26126626165609,0.71696972166851,0.888467080617651,1.12160429653855,0.229080651338431,0.446861692903072,1.04613827793356,0.404234777407033,0.305172745134886,1.96554391927667,0.589878361335874,0.22044201462891,0.543939680870067,0.398137613467053,0.385539321725538,0.148461757743824,0.228496248722047,1.10517199673638,0.563948993937764,0.577840220207842,0.52565584764831,0.101460339405396,0.857180595646243,0.991289502547385,0.955156427059064,0.580531027120365,0.836011334713573,1.2553546253744,-0.41570935211209,0.154872801918119,0.924330145447375,0.828142030694563
"2023-02-09",-0.264503478194332,-0.56596223927939,-0.0006905486653616,0.0102309657151526,0.918614165082323,1.03115197820978,-0.21738286406636,0.270811120063771,-0.0632153625465408,0.841546269175966,0.700630025048615,0.537116040303941,1.78183715093324,0.131087652578147,-0.24647598847345,0.109056352903933,-0.0209103658636804,-0.189752316028486,0.138370076468405,-0.0336747694150294,-0.280522396301016,0.901736213777712,0.362159330969136,0.879906998836161,0.162335187490955,0.665137508576903,0.698095860816823,0.556001917119138,0.161863063189346,-0.0112644222219473,0.256548337953714,0.0478791535396128,0.658429337900232,0.550557040361019,0.174620745643726,0.458128749449919,0.478999897479071,0.958295464731147,0.438853296031102,0.0669872282012512,0.0782822679368256,0.191636986470967,0.0984457198817731,0.74029334080842,0.75373653841463,0.256354979388253,0.585404656630345,0.313437202291989,0.0248629915197169,-0.319315920855408,-0.16002992776732,0.42465173877775,0.420407926778203,1.07690376629951,0.670799786519142,-0.0205763225248075,0.35902286347567,0.505865029594533,-0.161744928625636,0.145457222053153,-0.173693571611601,0.453454977148333,-0.268839472479617,-0.58229541211169,-0.819503637505692,0.930613848664071,0.679175112751851,0.392175582587528,1.24485159162018,0.337737504010175,0.592062270438987,0.265993330842919,-0.905557458106757,-0.24656403120773,0.284323167894144,1.26713747209515,0.543495092496603,0.42504040737286,0.248623542153432,0.300672995199559,-0.808340303690402,0.288951113789359,0.20946617220199,0.726491155600121,0.743818680060715,0.220225032259882,-0.108130243043169,0.358558385740458,0.128665142845437,0.751149664963925,0.199320925475055,0.591447893027221,-0.299281615594048,0.158701187342992,0.134699620584754,0.308238821416267,0.475868789895885,0.27499205383581,-0.0670022474522136,0.0729045456971242,0.973808574543728,0.408514601980405,-0.214930099480185,-0.123321156258614,0.583244708633249,-0.326974362554438,0.989891528556937,0.436468935659963,1.20041462847968,0.390909395833791,0.956370048220666,0.104422181216306,0.466737362365702,1.20017443558768,0.608871711849935,0.615602100129182,0.914974145123579,0.658028303935568,0.0619741200134694,0.421690606794469,0.737751987458262,0.97513470005705,0.937909937775246,1.45472916380021,0.358046646870761,0.748084599024669,0.63034531640933,0.0776592572186919,-0.212540224052076,1.55895673918942,0.569425091469278,-0.0619394452834907,0.356400629974012,0.347122656014152,0.546068261468654,-0.164481720817541,0.107067630898662,0.542353936443389,0.844865808236457,0.834055034547661,0.772167865307077,-0.230709686303528,0.684763680096976,0.50966416701743,0.911513230546079,0.312671975409591,0.649886985924834,1.01228275256012,-0.393958221905217,0.347098170675141,0.951658332470312,0.625415709425562
"2023-02-10",-0.158279091843779,-0.0681924494495519,-0.0294635148388185,-0.150008760950517,0.388839575230341,0.923553235129799,-0.652335997538476,0.348570400823889,-0.0547081293045651,1.4365703240736,0.482802052231883,0.891971108448177,1.0140045963178,-0.0659591909577315,-0.478506342437772,0.430025197044739,0.236935558628605,-0.674093129316613,0.316304435996372,-0.364969138604075,-0.255107941800403,0.425976402331108,0.717875988123847,0.316786646352215,0.550255711817521,0.543111608761897,0.787965241649953,0.467257291183151,0.0479522177775175,-0.282825767302867,0.674617547658393,-0.00352098689401203,0.675963533399913,0.428730812488345,-0.156580290872838,0.234763531675658,-0.0762555536080503,1.03299107625019,0.442460571259402,0.0115109736024777,-0.123401541255048,0.444820306801254,-0.128779932488624,0.452737539199251,1.19362730895125,0.551531385126984,0.465477341758309,0.35533616649529,0.144186194067641,-0.166315231018951,0.156688532943729,0.0620086814701684,0.38122722256744,0.98846508406522,0.985414153426997,-0.193254536752847,0.448154552559027,0.415334466437981,0.0696307809742837,-0.0140722816416607,-0.326330251973846,0.0574136484763124,-0.00456527006880418,-0.298971891137785,-0.978390071559316,1.1426221582564,0.530318586043375,0.490527339815406,0.965629618262163,0.363449844745852,0.606369476040466,0.838836134393666,-1.21193374444425,-0.164244232018332,1.41624935504949,1.07995586633549,0.48481307678576,0.32533029441094,-0.116471940034007,0.85784670015173,-0.68893262915281,-0.345282539979181,-0.133217496599508,0.779316126297991,0.135839575493431,0.114068897209045,0.154510926600196,-0.149556942260259,0.659982155569158,0.189375883065563,0.122343115048883,0.197093853378232,-0.351448012264306,-0.237341972978462,-0.136970886071726,0.0387758845569925,0.905789936936685,0.154134650531579,-0.289083058723495,0.247210577640628,0.727088983930134,0.911928404065836,-0.0332809198214984,0.10523403938913,0.42564569709228,-0.754039765360237,0.99371106724593,0.408439187823109,1.31675740205385,0.186982422721248,0.653325865049188,0.192072346372099,0.6658132136213,1.33148660616195,0.973525865858218,0.603791446071617,1.13476350041844,1.14351528547927,0.213672303694147,0.203656640445457,0.722407124142378,1.02102837661489,1.02293035466952,1.61878547180043,0.66917041398038,0.478161296103295,0.676875018373529,0.493269070949829,0.403559974759667,1.56664910550471,0.558138208624033,0.0980621663169615,0.624047925636851,0.915171900027748,0.226899619637206,0.31941589364293,0.5420732197284,0.836607683150727,0.544272913206712,0.771990998681352,0.390477568149948,0.191716468699394,1.06278914874668,0.716449964053964,1.01670193918082,0.235954863392525,0.65220029457462,1.12656547256509,-0.475616417305055,0.29173311513608,0.640924502307246,0.411112069379769
"2023-02-13",-0.20292282219984,0.227075641063184,0.668321403562669,-0.0787717695221355,0.922288299071545,0.855991264915898,-0.491797093795591,0.354319935822238,0.048660787675913,1.10135739598973,0.61398103536995,1.34725033840821,1.74448255165316,0.217316188880515,0.0333744318731027,0.133920001962732,0.358946215513079,-0.150554246430569,0.23314089330343,0.00623756332146512,0.126698265817263,0.979429715906049,0.641682739534243,0.574441469779728,0.726243755527704,0.821349731569231,0.85703913674533,1.03462264109521,0.466393070849399,0.221719617792936,1.19216159844971,0.0302582490500616,1.24516716428679,0.899232793745207,0.0986066396147921,0.551287465040912,0.270796193406309,1.0724020636258,0.501491636316888,0.0115118720744948,-0.0173753767300369,0.408285884165536,0.16843703588901,0.37447767465977,0.451069633382272,0.17840452418396,0.814106086781804,0.185889927044409,0.686958094044454,-0.155842243777588,0.132249032537599,0.436017117315493,0.0635571889696854,1.15103118334317,0.824877782991332,-0.0612980047236911,0.622082743884989,0.413182270083703,-0.219559284947059,0.358716458475921,-0.38190335681667,0.338795789453212,-0.588956275467997,-0.259125780816975,-0.0466740170110171,1.0669606758001,0.795059996249126,0.747697228123294,0.979021039666906,0.309922267931228,0.800329856308171,1.04065029546786,-0.531604041422307,0.089574527517709,0.840412898965465,0.702293584916063,0.395730273251866,0.53066752026519,0.567877510441718,1.0295204958077,-0.413807294546714,0.172716664246346,0.0718374044931246,1.18445415266412,0.600908913830685,0.151535324641093,0.178656156491556,0.339816538780543,1.3084912414843,0.956959017129718,0.577495649289146,0.235091137456245,-0.134477287610915,0.394611109273087,0.287564740867959,0.564824957845198,0.505798040956264,0.357779160408015,0.164135588685411,0.171415106513329,0.755785828706897,0.915925443944289,-0.228109425917409,0.24309444462072,0.567108005861336,-0.754444154473192,1.36894019996067,0.405059312370475,1.39174346770553,0.528105168606759,0.899023744977811,0.861771260390363,0.970947880765417,0.861320380593156,1.06947014130556,0.989769062729647,0.760032232492083,1.135915384739,0.635655679802022,0.703406903697453,0.198963075564459,0.678836527825753,1.21623984611197,0.964151213762169,0.647876464062166,0.379043919185885,0.811220479549375,0.321193266664291,-0.104020285186862,1.88408310336038,0.25337889512151,0.0220952150187451,0.716402917205228,0.745349345014565,0.509005776438292,-0.090184327678109,0.664651352518748,0.764821596557958,0.415076456997071,0.58394653778017,0.768839373186287,-0.0969375850761038,0.980001688990267,1.14118778014595,1.27248125246429,0.788681017594154,0.442778193341534,1.38946610648578,-0.238246753122885,0.289228718626378,1.50044540289783,0.366229692720423
"2023-02-14",-0.237842266472987,1.33832760817638,0.808079901675833,0.0955996763631497,1.0524822253854,1.10273650954103,0.230395578047798,0.388308131031634,0.428217618560522,0.612981556877652,0.751833598535668,1.31692518562304,1.66688699039207,0.941090440240248,0.366988998029481,0.164563824386503,1.08012791825418,0.529951818877571,0.105693788176939,0.233968931076847,0.0937259029336936,0.812397687149368,1.05947682068072,0.967277836918171,0.916256640771367,1.30106216065887,0.772285147357225,1.50911326288912,0.622031513338898,0.221584305620266,1.27424939526086,0.653966303661011,1.09709780388959,1.08535006750372,0.960295861054858,0.772171739762387,0.358911847220405,1.05941205034012,0.773406408939319,0.368145676822426,0.116144218198139,0.410903184363677,1.00013154984623,1.15928286451693,1.4074111358514,1.20501182114229,0.713626534652039,1.07304462101498,0.951727270502326,0.630935908386925,0.481879987791307,0.352813118123138,1.21311069639174,1.42486499856594,1.02405535072139,-0.0860325146555347,0.933161636438373,0.799816886636311,0.778430027485214,0.290145591829919,0.394406887891674,0.882763128950843,0.731871193098114,0.0938918103780446,0.719394769916406,1.55136722357528,0.716717644011877,1.49925852119229,1.16378882622112,0.72620423860149,1.10986814135027,1.15577475625576,0.452245535316977,0.250499413268072,1.23696714986958,0.993565060842079,0.247425241492534,0.94825093084733,0.11817429450105,1.36176121935179,-0.336673181929751,0.207497537873626,-0.281410268723059,1.30421609775906,1.76657977683426,0.194405480649425,0.351776182083072,0.49018197621358,1.49866735668219,1.14694998172978,0.582628981394085,0.730414176174164,-0.0456184958947884,0.619835840500614,0.67719507449984,0.552796027698433,0.82769842090572,0.612020294683392,0.442164406777543,0.5980466036433,1.15656105998969,1.42387798090323,0.271468990313855,0.0315911242426078,1.061168519539,-0.621702817569488,0.998804901787084,0.856834666194092,1.97647928609601,0.856292370208386,0.683368859779767,0.547491284665279,0.647977414014053,1.06794962987067,0.927463142204933,1.09269736833368,0.853139688465131,1.15131472032867,1.18187901591541,0.675321040127332,0.754934146491057,1.17577708773297,1.14915272135729,0.991044802964142,0.917347869856366,0.764358123459231,1.23533418415746,0.57910100432561,0.547767565707845,1.50983312000574,0.413554916558912,-0.317756964473443,0.539181240742333,-0.0762523830407456,0.914818119082379,-0.220388352473497,0.872685641795076,0.807175138575856,0.366679489963018,1.16928197980998,0.628810328663522,0.778105113914159,1.08005776404504,0.854402531192491,1.12082301525884,1.2692648007056,1.07310793396066,1.21379843007067,-0.129271974254068,0.434498320063641,1.0243200524077,0.291834739857476
"2023-02-15",0.169330085092218,1.18058293666489,0.911525670554179,-0.225354568738323,0.923526645763456,1.19082617836124,0.0383321443536551,0.642465478517549,0.451995028891072,0.726623993173731,1.39844633769523,1.23576479511772,1.54252515689908,0.55560285591061,0.356493652449091,0.700074578576966,0.684100752414016,0.0452783287385731,0.53845159656046,0.565791658911382,-0.239297327556723,1.01333656926752,0.993491782476222,0.782138565973429,0.486229050488085,1.18834552570957,1.07020515674627,1.22885139859768,0.472669519839984,0.0250164411483523,1.47992792714642,0.304569754257299,1.06570703160509,0.934987581634671,0.981716109657874,0.604193482521062,0.731463860622216,1.0009030925856,0.178512444732171,0.0744923692587132,-0.0605567049096983,0.0795234484482727,0.358952319315139,0.963573527462977,1.01012123829533,1.11030874307148,0.725854547744926,0.937755866830874,0.468695136031887,0.239311784727217,-0.148246019445429,0.31544408007273,0.563290032367997,1.06550144578156,0.870901348386534,-0.0970484253170128,0.862703859606258,0.124018507271785,0.19432980727784,0.0014126010712514,0.496961468738299,0.227478566354544,0.0574432483029005,-0.331719642530633,0.449750833729776,1.49364004450849,0.675685584887064,0.685386061960729,1.78051393891461,0.543104525095662,0.963395398461142,0.922585678565575,-0.137907820222471,0.161117367449733,0.601560086139607,0.814298604583907,0.617625605402311,0.613542015303056,0.283482408382301,1.43631792240005,0.0251390331267206,0.492498023418784,0.488232181264927,1.36601188470987,1.55156004291723,0.488666150234045,0.921185670031428,0.3687970367792,1.39795319627015,1.39244266396769,0.941028035405686,0.806790205791237,-0.238673410434389,1.48690124631345,0.866412248745336,0.421537262850515,1.00066808399382,0.375969802632692,0.666834409939793,0.568392239805141,0.913563888823317,1.47036120404117,0.305752493449189,0.145487410031336,0.898837609808591,-0.0988046619511216,1.98144324988483,0.557041645511093,1.60471777046935,0.652132497399659,0.510286365503199,1.30798098418221,0.638475358743108,1.66808122710032,1.20583620989924,0.870339010178932,0.785860781570691,0.776626114207604,1.59985928333459,0.182988719740804,0.83013961859908,1.11186333418281,1.17736667038425,1.06616544522062,0.764458976884148,0.912313809545097,1.20801736912233,0.750334675826226,0.210443500847566,2.06326050695889,0.919213378816826,-0.389400448161076,0.631102163836199,0.954873640239193,1.61478984522667,-0.255131838404565,1.19426061278202,0.558495660167643,1.14153927702417,1.18085177936806,0.851519697591957,1.48235595899151,1.12830016355059,1.06306139816555,1.16291989938265,0.876802210621663,0.716856679700207,1.3488423257455,0.486261214830795,0.660765354385431,1.14054430411017,0.814357971657398
"2023-02-16",-0.255035854528831,0.875498756324436,0.30094516920701,-0.193812686399522,0.450852431723747,0.975876746518318,0.184695780766354,0.143084418970795,-0.346248754199106,0.422105014524406,0.521704122193694,0.332286917664804,1.41866658931876,0.479360324077183,-0.341164666856819,0.439557652108723,0.347847503774537,0.0652063027156235,0.209747515004027,0.255561804892704,-0.0293123830213829,0.818174637735432,0.9071061343313,0.800725626460092,0.425407371008278,0.440701131959073,0.346746773197884,1.24892770063123,-0.0281330109961973,0.0493200263221443,1.08911071514,-0.0305591548864415,0.898022537824279,0.965424197405389,0.648973976005683,0.422666438145474,-0.0735366020424037,0.729859001377186,-0.309273982551868,-0.240021377669755,-0.503312636846083,0.00701927050409804,-0.0308394531498781,1.15347549175929,1.65555331157384,0.679819057077053,0.528029404175132,0.806665405631898,-0.0971190743326518,0.110545558071423,-0.256927324592805,-0.461068562744579,0.358256918215275,0.761042148992603,0.503005021421314,-0.639735689558002,0.390052462184395,-0.0147602938429015,0.123682240157353,-0.254710006183902,-0.229909397453316,0.341307991751787,-0.0517185560288372,-0.538237156870206,0.293393063770257,1.51057365655337,0.914154594903218,0.769147790086526,1.58445135359859,-0.0201957772009773,0.833365427657622,0.659883342198421,-0.282981004035149,0.0978048073769309,0.113636241394152,0.808002315753863,0.491937143549211,0.133353913017789,0.31859491526603,0.912166973860105,-0.612619772039531,0.541763236510392,0.198112663942228,0.997526788621165,1.19646027133244,0.0497404797978074,0.300711947848923,0.128649911046141,0.996335200765697,1.23979128590864,0.531813643137129,1.12108272330799,-0.496292041465362,0.412632960658523,0.618391351961453,0.59547633550383,0.926144225242725,0.642414604927039,-0.20235191721691,0.132435114353438,1.1227483366641,1.18728093498591,0.160988408809026,-0.270565878018654,0.651250704708297,-0.0299149881675604,1.60317608653364,0.702797761701815,1.41580270392837,0.134016385939744,0.570009233731644,0.853735276442987,0.542564122823753,1.08150871844745,0.656584836937146,0.640353160532965,0.759724346495756,0.577202809205709,0.296583478509486,0.305497433145075,0.896737527798238,1.49928502413028,0.683131138833112,0.909015997952273,0.408695728845012,0.958085884344726,0.72485121924049,0.543146543354596,-0.0130966913733448,1.37121023909699,0.140187427900502,-0.016923663579922,0.693248234134651,0.920823413128297,0.497802144333695,-0.271427997895102,0.867522989720063,0.874552457255824,1.21919511757805,0.629438889842459,1.11699889383954,1.06142843994442,1.40763353189413,0.490908871722163,0.629683110266002,0.937461393787116,1.43609215012894,1.05584825132372,-0.253466283552009,-0.112629056259304,1.08748982661801,0.636684657503502
"2023-02-17",-0.212843131416458,0.574124452641033,-0.0292778874854226,-0.566924277907358,0.203667776705115,0.180848623119172,-0.163833439690534,0.0592830261209244,-0.419168459558201,0.300298829216556,0.740086635402201,-0.211386829957236,1.13538708759219,0.218368004924078,-0.904351432882241,0.0416715650480091,0.132941913764825,-0.650954226369495,-0.392282256587578,-0.27220054274859,-0.830236443493637,0.552865797636813,0.323720366119783,0.00576950235767012,-0.0173725951077015,1.30541217716617,0.34736427480732,0.879318590250483,0.120005007713996,-0.203310067329631,1.10803399905789,-0.210820079793484,0.776012776606908,0.640920728464275,0.25120993392263,-0.152451369688439,-0.611401720438676,0.422765687497693,-0.92422784376135,-0.868779460599341,-1.46537462635978,-0.272497191890246,-0.981605131365291,0.433701149176025,0.800717415403973,0.85873626148083,-0.384869983839201,0.480980909107398,-0.934613710713378,-0.148827431649341,-0.746724968670883,-0.589834450515265,-0.239090199429831,0.0545529910793647,0.173080124101907,-1.72314019918262,-0.075809593032317,-0.623870896946256,-0.340719985379419,-0.832370596819194,-0.331125207631054,-0.823789404518419,-0.47017495407916,-0.93691416726781,0.53494457624774,1.23413786878846,0.689363415398678,0.616254273991947,1.28836031800925,-0.205752365822116,0.824532648122844,0.233372163383461,-0.83099841280149,0.111331425509066,0.0349417684901113,0.722152733166966,-0.148732957111996,-0.0079886625430298,0.433311472784359,0.880744744684762,-0.741695839309396,-0.348955835436476,0.0585096674793294,0.723565199248679,0.890935234192248,-0.160356732653245,-0.206537108729102,-0.315244440555372,0.864143686385209,0.732285463305773,0.175553961559973,0.588981703754568,-0.380541931134897,0.7162860819572,0.597855590427891,0.166631900894409,0.765681790518522,0.299791573244176,-0.406832502268786,-0.402356319475124,0.528290410575726,1.07443838131625,0.167401023945168,0.0824553555406091,0.670213779233158,-0.209213741038487,1.32891856516889,0.139698348883841,1.35820787905679,0.753132872721341,0.632430537869948,1.46479321561118,0.287057708326904,0.842369032061616,1.13569959318928,-0.25947537548485,0.588731277473056,0.278003401443564,0.805162352047051,0.34723687718769,0.914411113174953,1.10440369074858,0.422285037632846,1.2615330819614,-0.278562651610452,0.529814527778288,0.0891543600783379,0.0893940950182999,-0.10593500886592,1.05040384913184,-0.479276731160357,-0.476422342202665,0.280213266623786,0.766534800289885,0.130453099757767,-0.538900390483475,0.767297130782767,0.398928536215908,0.617617173396736,1.05080157327958,1.0508967880497,0.388122875436276,0.73643098238575,0.165290680965878,0.95970167895597,1.26455863735969,1.39886213072212,0.978299416361134,-0.684033784036054,-0.028031927993876,1.01897763416252,0.390474769577112
"2023-02-20",-0.211234807293602,0.845521875742315,0.182166925638561,-0.216103394150443,0.456587008153787,0.853075858206356,-0.195583041368503,0.00501001599211174,0.13256560680828,0.622269626661319,0.541731084735719,-0.0547808931802003,1.15727855735145,0.744769577728842,-0.3516210077498,-0.397247253270913,0.440053793920254,-0.518015875485297,0.367995455695682,0.0369851743420855,-0.470632208277439,0.307286141205452,0.787996246097141,0.565458491540011,0.328513344767442,1.06488001331023,0.243116432790736,1.11957872998712,0.6075562728395,-0.0698253922979521,1.04566600920644,0.25623076928489,0.793369369247562,0.582703276727494,0.583444844495245,0.612566904736265,0.332782950472823,0.652722924706481,-0.276482483229863,-0.526157251726549,-0.918523492704943,0.0798424215631293,-0.106891917534106,0.678096799573336,0.889412836738869,0.967865211147686,0.234794155526596,0.914959339863547,-0.341678395609184,0.0635647710284307,-0.844683098327002,-0.247178953707995,0.100290729224387,0.51853819820373,0.525191568740404,-0.53327201545807,0.505282713910785,0.135230653644597,0.121695239245748,-0.213725631885026,-0.0613914632377734,0.217566999629976,-0.160232507043243,-0.611062485993711,0.535894462000538,1.73830964624172,0.742408023805991,0.913994759664567,1.4367240103594,0.0275980438438263,1.25120691272002,0.821842518373334,-0.190831907405089,0.157854757646133,0.587311748027631,0.664271348454068,0.0427863735680553,-0.237959516763519,0.524154127647662,0.606450798213926,-0.636343238980138,-0.190725965837625,0.262980071617272,1.6243753598369,1.2113675636781,-0.151523713399405,0.0413783012287883,-0.0349212150053431,0.853007763796518,0.834165947772882,0.0992127336179193,0.723978555046381,-0.369101387889534,0.74840469721256,1.02180460323511,-0.0705175307582107,1.00437642419435,0.599225703124016,-0.402155192674289,-0.141731320202593,0.63894351280909,0.975093739061559,0.54909295494629,0.00530574774994414,0.686885244755926,0.0214766294522893,1.57346236355158,0.201103972285975,2.06160100619151,0.747261238383724,0.444747657229686,0.722386934378504,0.274471210112078,1.08981104414298,1.19019542507399,0.410754379190758,1.1917427156924,1.21657304037961,0.781533177445604,0.336808373385282,1.15218682313279,1.68622751297141,0.487463863697277,1.30226822483373,-0.182385705998186,0.954474581903795,0.575425706641347,0.558526364383562,0.350363677247908,1.44014364598112,0.407230928522997,-0.224391896534997,0.416523079759244,0.227981778017719,1.25128061785096,-0.217905152185623,1.05237641565876,0.820430317234839,1.30337058935077,1.55740727903185,1.26171993199263,0.281719109208005,1.28148383222341,0.431464944977273,0.582931800708655,0.80864012189977,0.818366035827383,0.757219216241192,-0.135168085212289,-0.143045111822217,1.00793395580888,0.251632215576071
"2023-02-21",-0.362991199357646,0.33029038822434,0.440609755662973,-0.238175574150245,0.569853854601922,0.649309035606772,-0.532753902580652,0.0750732795131723,-0.287215902102341,0.595697545084858,0.780647107376355,0.00107749984350717,1.23083402843879,-0.012075129915507,-0.680841701093509,-0.100024299137857,0.551605748272971,-0.91399649893882,-0.0615384306349362,-0.325385990843146,-0.557262037712113,0.926622930490141,0.694742536188866,0.36215822604688,0.074772795485526,1.09613282061532,0.433714576463917,1.31890736573969,0.322080145072418,-0.198178084254135,1.26361585008939,-0.342798151294712,0.94565401357115,0.838813640607408,0.0832727150912987,0.236547992462277,-0.710539668941276,0.324411654588137,-0.521877350717543,-0.385915734477438,-1.30429354292396,-0.370535166059409,-1.06107233886764,0.132489860664596,0.941354641457613,0.0551981419843499,-0.048951323134534,0.43900949428525,-1.03294360864954,-0.124885978999145,-1.00325900717915,-0.502587062116795,-0.337814995054646,0.293324703886604,0.384276071464126,-1.24578129294763,-0.233016343720045,-1.02450572695376,-0.294179794114572,-0.966556302406788,-0.348697407711286,-0.916014406182856,-0.581277349730317,-1.22062884415,-0.0907340562321796,1.47724919199128,0.805344515374426,0.230584638349068,0.895540268334523,-0.743558510210143,0.596662110245413,0.227067725878855,-0.334281343927221,0.150426798138902,-0.129258322330118,0.274042227814402,0.0455210131912381,-0.383028665803815,0.717391320948674,1.01326619582882,-0.827478741090186,-0.358211176670504,0.303599280402663,1.16208921112767,0.556392121610672,-0.41504746593783,-0.195944008523552,-0.297107028524227,0.988672051494177,0.776014023758083,-0.0498209334250459,0.942505608232453,-0.000756739492337678,1.03245529160174,0.561582131879554,0.221437591861935,1.28016966966468,0.53827963619011,-0.608399454912276,-0.14504950681929,0.591801525944728,1.29646530264082,0.45018032867162,0.556321037935036,0.963922010558602,-0.230497745657605,1.41670116816695,0.679543921613904,1.64119655295607,0.586109209147289,0.445160636071656,1.10844628821914,0.161408428871724,0.486022067947288,0.98990119713333,0.0618847380841354,0.588403967454714,0.808675333622944,0.275778893277948,-0.100857597968441,0.560946614608295,1.06143467296353,0.385016588602928,0.903504898740939,-0.00973355353202267,0.431165549238766,0.680238364788135,-0.0612789171316032,0.0224558395773295,1.24682091393943,-0.0850011918938686,-0.43438371719635,-0.174974145572465,0.840368839877731,0.501373046299091,-0.469857473469314,1.24845405267039,0.820504984545409,0.365601410381565,1.40765765572576,0.49991402885611,0.0758051861525941,1.14407063373857,0.264583184881507,0.537551486299641,1.19016041679006,1.27628392368209,0.94660067242726,-0.896324421355968,-0.240917546549683,1.29714391788823,0.761189568647393
