,original_index,updateDate,code,code_name,abbrev_symbol,sector_code,sector_code_name,industry_code,industry_name,start_date,end_date
239,82,2023-12-11,sh.601012,隆基绿能,LJLN,InformationTechnology,信息技术,C38,电气机械和器材制造业,2012-04-11,2023-12-29
240,105,2023-12-11,sh.601360,三六零,SLL,InformationTechnology,信息技术,I64,互联网和相关服务,2012-01-16,2023-12-29
241,162,2023-12-11,sh.603799,华友钴业,HYGY,Materials,原材料,C32,有色金属冶炼和压延加工业,2015-01-29,2023-12-29
242,161,2023-12-11,sh.603659,璞泰来,PTL,Materials,原材料,C38,电气机械和器材制造业,2017-11-03,2023-12-29
243,7,2023-12-11,sh.600019,宝钢股份,BGGF,Materials,原材料,C31,黑色金属冶炼和压延加工业,2006-01-04,2023-12-29
244,39,2023-12-11,sh.600426,华鲁恒升,HLHS,Materials,原材料,C26,化学原料和化学制品制造业,2006-01-12,2023-12-29
245,109,2023-12-11,sh.601600,中国铝业,ZGLY,Materials,原材料,C32,有色金属冶炼和压延加工业,2007-04-30,2023-12-29
246,2,2023-12-11,sh.600010,包钢股份,BGGF,Materials,原材料,C31,黑色金属冶炼和压延加工业,2006-01-04,2023-12-29
247,43,2023-12-11,sh.600489,中金黄金,ZJHJ,Materials,原材料,B09,有色金属矿采选业,2006-01-04,2023-12-29
248,133,2023-12-11,sh.601865,福莱特,FLT,Materials,原材料,C30,非金属矿物制品业,2019-02-15,2023-12-29
249,49,2023-12-11,sh.600585,海螺水泥,HLSN,Materials,原材料,C30,非金属矿物制品业,2006-01-04,2023-12-29
250,141,2023-12-11,sh.601899,紫金矿业,ZJKY,Materials,原材料,B09,有色金属矿采选业,2008-04-25,2023-12-29
251,260,2023-12-11,sz.002812,恩捷股份,EJGF,Materials,原材料,C29,橡胶和塑料制品业,2016-09-14,2023-12-29
252,46,2023-12-11,sh.600547,山东黄金,SDHJ,Materials,原材料,B09,有色金属矿采选业,2006-01-04,2023-12-29
253,154,2023-12-11,sh.603260,合盛硅业,HSGY,Materials,原材料,C26,化学原料和化学制品制造业,2017-10-30,2023-12-29
254,257,2023-12-11,sz.002709,天赐材料,TCCL,Materials,原材料,C26,化学原料和化学制品制造业,2014-01-23,2023-12-29
255,212,2023-12-11,sz.000792,盐湖股份,YHGF,Materials,原材料,C26,化学原料和化学制品制造业,2006-01-04,2023-12-29
256,211,2023-12-11,sz.000786,北新建材,BXJC,Materials,原材料,C30,非金属矿物制品业,2006-01-04,2023-12-29
257,216,2023-12-11,sz.000877,天山股份,TSGF,Materials,原材料,C30,非金属矿物制品业,2006-01-04,2023-12-29
258,206,2023-12-11,sz.000708,中信特钢,ZXTG,Materials,原材料,C31,黑色金属冶炼和压延加工业,2006-02-07,2023-12-29
259,22,2023-12-11,sh.600111,北方稀土,BFXT,Materials,原材料,C32,有色金属冶炼和压延加工业,2006-01-04,2023-12-29
260,26,2023-12-11,sh.600176,中国巨石,ZGJS,Materials,原材料,C30,非金属矿物制品业,2006-01-04,2023-12-29
261,197,2023-12-11,sz.000408,藏格矿业,ZGKY,Materials,原材料,C26,化学原料和化学制品制造业,2006-01-04,2023-12-29
262,256,2023-12-11,sz.002648,卫星化学,WXHX,Materials,原材料,C26,化学原料和化学制品制造业,2011-12-28,2023-12-29
263,30,2023-12-11,sh.600219,南山铝业,NSLY,Materials,原材料,C32,有色金属冶炼和压延加工业,2006-01-04,2023-12-29
264,33,2023-12-11,sh.600309,万华化学,WHHX,Materials,原材料,C26,化学原料和化学制品制造业,2006-01-04,2023-12-29
265,240,2023-12-11,sz.002271,东方雨虹,DFYH,Materials,原材料,C30,非金属矿物制品业,2008-09-10,2023-12-29
266,174,2023-12-11,sh.688065,凯赛生物,KSSW,Materials,原材料,C28,化学纤维制造业,2020-08-12,2023-12-29
267,163,2023-12-11,sh.603806,福斯特,FST,Materials,原材料,C29,橡胶和塑料制品业,2014-09-05,2023-12-29
268,167,2023-12-11,sh.603993,洛阳钼业,LYMY,Materials,原材料,B09,有色金属矿采选业,2012-10-09,2023-12-29
269,248,2023-12-11,sz.002460,赣锋锂业,GFLY,Materials,原材料,C32,有色金属冶炼和压延加工业,2010-08-10,2023-12-29
270,254,2023-12-11,sz.002601,龙佰集团,LBJT,Materials,原材料,C26,化学原料和化学制品制造业,2011-07-15,2023-12-29
271,36,2023-12-11,sh.600362,江西铜业,JXTY,Materials,原材料,C32,有色金属冶炼和压延加工业,2006-01-04,2023-12-29
272,35,2023-12-11,sh.600346,恒力石化,HLSH,Materials,原材料,C28,化学纤维制造业,2006-01-04,2023-12-29
273,249,2023-12-11,sz.002466,天齐锂业,TQLY,Materials,原材料,C32,有色金属冶炼和压延加工业,2010-08-31,2023-12-29
274,251,2023-12-11,sz.002493,荣盛石化,RSSH,Materials,原材料,C28,化学纤维制造业,2010-11-02,2023-12-29
275,16,2023-12-11,sh.600048,保利发展,BLFZ,RealEstate,房地产,K70,房地产业,2006-07-31,2023-12-29
276,52,2023-12-11,sh.600606,绿地控股,LDKG,RealEstate,房地产,E48,土木工程建筑业,2006-01-04,2023-12-29
277,224,2023-12-11,sz.001979,招商蛇口,ZSSK,RealEstate,房地产,K70,房地产业,2015-12-30,2023-12-29
278,56,2023-12-11,sh.600732,爱旭股份,AXGF,RealEstate,房地产,C38,电气机械和器材制造业,2006-01-04,2023-12-29
279,91,2023-12-11,sh.601155,新城控股,XCKG,RealEstate,房地产,K70,房地产业,2015-12-04,2023-12-29
280,188,2023-12-11,sz.000002,万科A,WKA,RealEstate,房地产,K70,房地产业,2006-01-04,2023-12-29
281,44,2023-12-11,sh.600515,海南机场,HNJC,RealEstate,房地产,K70,房地产业,2006-01-04,2023-12-29
282,17,2023-12-11,sh.600050,中国联通,ZGLT,TelecommunicationServices,电信服务,I63,电信、广播电视和卫星传输服务,2006-01-04,2023-12-29
283,76,2023-12-11,sh.600941,中国移动,ZGYD,TelecommunicationServices,电信服务,I63,电信、广播电视和卫星传输服务,2022-01-05,2023-12-29
284,123,2023-12-11,sh.601728,中国电信,ZGDX,TelecommunicationServices,电信服务,I63,电信、广播电视和卫星传输服务,2021-08-20,2023-12-29
285,252,2023-12-11,sz.002555,三七互娱,SQHY,TelecommunicationServices,电信服务,I64,互联网和相关服务,2011-03-02,2023-12-29
286,227,2023-12-11,sz.002027,分众传媒,FZCM,TelecommunicationServices,电信服务,L72,商务服务业,2007-01-04,2023-12-29
287,146,2023-12-11,sh.601985,中国核电,ZGHD,Utilities,公用事业,D44,电力、热力生产和供应业,2015-06-10,2023-12-29
288,61,2023-12-11,sh.600795,国电电力,GDDL,Utilities,公用事业,D44,电力、热力生产和供应业,2006-01-04,2023-12-29
289,54,2023-12-11,sh.600674,川投能源,CTNY,Utilities,公用事业,D44,电力、热力生产和供应业,2006-01-04,2023-12-29
290,194,2023-12-11,sz.000301,东方盛虹,DFSH,Utilities,公用事业,C28,化学纤维制造业,2006-01-04,2023-12-29
291,67,2023-12-11,sh.600886,国投电力,GTDL,Utilities,公用事业,D44,电力、热力生产和供应业,2006-01-04,2023-12-29
292,70,2023-12-11,sh.600900,长江电力,CJDL,Utilities,公用事业,D44,电力、热力生产和供应业,2006-01-04,2023-12-29
293,71,2023-12-11,sh.600905,三峡能源,SXNY,Utilities,公用事业,D44,电力、热力生产和供应业,2021-06-10,2023-12-29
294,8,2023-12-11,sh.600023,浙能电力,ZNDL,Utilities,公用事业,D44,电力、热力生产和供应业,2013-12-19,2023-12-29
295,266,2023-12-11,sz.003816,中国广核,ZGGH,Utilities,公用事业,D44,电力、热力生产和供应业,2019-08-26,2023-12-29
296,9,2023-12-11,sh.600025,华能水电,HNSD,Utilities,公用事业,D44,电力、热力生产和供应业,2017-12-15,2023-12-29
297,3,2023-12-11,sh.600011,华能国际,HNGJ,Utilities,公用事业,D44,电力、热力生产和供应业,2006-01-04,2023-12-29
298,223,2023-12-11,sz.001289,龙源电力,LYDL,Utilities,公用事业,D44,电力、热力生产和供应业,2022-01-24,2023-12-29
299,84,2023-12-11,sh.601059,信达证券,,,,,,2023-02-01,2023-12-29
