order_book_id,symbol,abbrev_symbol,round_lot,sector_code,sector_code_name,industry_code,industry_name,listed_date,issue_price,de_listed_date,type,exchange,board_type,status,special_type,trading_hours,market_tplus
000001.XSHE,平安银行,PAYH,100,Financials,金融,J66,货币金融服务,1991-04-03,40.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000002.XSHE,万科A,WKA,100,RealEstate,房地产,K70,房地产业,1991-01-29,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000004.XSHE,国华网安,GHWA,100,HealthCare,医疗保健,I65,软件和信息技术服务业,1990-12-01,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000005.XSHE,ST星源,STXY,100,Industrials,工业,N77,生态保护和环境治理业,1990-12-10,10.0,0000-00-00,CS,XSHE,MainBoard,Active,Other,"09:31-11:30,13:01-15:00",1
000006.XSHE,深振业A,SZYA,100,RealEstate,房地产,K70,房地产业,1992-04-27,10.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000007.XSHE,*ST全新,*STQX,100,RealEstate,房地产,K70,房地产业,1992-04-13,1.0,0000-00-00,CS,XSHE,MainBoard,Active,StarST,"09:31-11:30,13:01-15:00",1
000008.XSHE,神州高铁,SZGT,100,Industrials,工业,C37,铁路、船舶、航空航天和其他运输设备制造业,1992-05-07,7.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000009.XSHE,中国宝安,ZGBA,100,Industrials,工业,S90,综合,1991-06-25,3.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000010.XSHE,美丽生态,MLST,100,Industrials,工业,E48,土木工程建筑业,1995-10-27,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000011.XSHE,深物业A,SWYA,100,RealEstate,房地产,K70,房地产业,1992-03-30,3.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000012.XSHE,南玻A,NBA,100,Materials,原材料,C30,非金属矿物制品业,1992-02-28,3.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000014.XSHE,沙河股份,SHGF,100,RealEstate,房地产,K70,房地产业,1992-06-02,2.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000016.XSHE,深康佳A,SKJA,100,ConsumerDiscretionary,非必须消费品,C39,计算机、通信和其他电子设备制造业,1992-03-27,3.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000017.XSHE,深中华A,SZHA,100,ConsumerDiscretionary,非必须消费品,C37,铁路、船舶、航空航天和其他运输设备制造业,1992-03-31,3.75,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000018.XSHE,神城A退,SCAT,100,Unknown,未知,Unknown,未知,1992-06-16,1.5,2020-01-07,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000019.XSHE,深粮控股,SLKG,100,ConsumerStaples,必需消费品,F51,批发业,1992-10-12,2.1,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000020.XSHE,深华发A,SHFA,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1992-04-28,1.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000021.XSHE,深科技,SKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1994-02-02,4.65,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000022.XSHE,深赤湾A,SCWA,100,Industrials,工业,G55,水上运输业,1993-05-05,3.1,2018-12-26,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000023.XSHE,ST深天,STST,100,Materials,原材料,C30,非金属矿物制品业,1993-04-29,3.1,0000-00-00,CS,XSHE,MainBoard,Active,Other,"09:31-11:30,13:01-15:00",1
000025.XSHE,特力A,TLA,100,ConsumerDiscretionary,非必须消费品,F51,批发业,1993-06-21,4.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000026.XSHE,飞亚达,FYD,100,ConsumerDiscretionary,非必须消费品,F52,零售业,1993-06-03,3.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000027.XSHE,深圳能源,SZNY,100,Utilities,公用事业,D44,电力、热力生产和供应业,1993-09-03,3.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000028.XSHE,国药一致,GYYZ,100,HealthCare,医疗保健,F51,批发业,1993-08-09,3.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000029.XSHE,深深房A,SSFA,100,RealEstate,房地产,K70,房地产业,1993-09-15,3.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000030.XSHE,富奥股份,FAGF,100,ConsumerDiscretionary,非必须消费品,C36,汽车制造业,1993-09-29,4.55,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000031.XSHE,大悦城,DYC,100,RealEstate,房地产,K70,房地产业,1993-10-08,4.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000032.XSHE,深桑达A,SSDA,100,InformationTechnology,信息技术,E49,建筑安装业,1993-10-28,3.36,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000033.XSHE,新都退,XDT,100,Unknown,未知,Unknown,未知,1994-01-03,3.15,2017-07-07,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000034.XSHE,神州数码,SZSM,100,InformationTechnology,信息技术,F51,批发业,1994-05-09,5.2,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000035.XSHE,中国天楹,ZGTY,100,Industrials,工业,N77,生态保护和环境治理业,1994-04-08,3.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000036.XSHE,华联控股,HLKG,100,RealEstate,房地产,K70,房地产业,1994-06-17,2.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000037.XSHE,深南电A,SNDA,100,Utilities,公用事业,D44,电力、热力生产和供应业,1994-07-01,4.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000038.XSHE,大通退,DTT,100,Unknown,未知,Unknown,未知,1994-08-08,3.68,2023-07-12,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000039.XSHE,中集集团,ZJJT,100,Industrials,工业,C33,金属制品业,1994-04-08,8.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000040.XSHE,东旭蓝天,DXLT,100,Utilities,公用事业,D44,电力、热力生产和供应业,1994-08-08,6.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000042.XSHE,中洲控股,ZZKG,100,RealEstate,房地产,K70,房地产业,1994-09-21,10.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000043.XSHE,中航善达,ZHSD,100,RealEstate,房地产,K70,房地产,1994-09-28,5.5,2019-12-16,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000045.XSHE,深纺织A,SFZA,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1994-08-15,3.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000046.XSHE,*ST泛海,*STFH,100,Financials,金融,J69,其他金融业,1994-09-12,6.3,0000-00-00,CS,XSHE,MainBoard,Active,StarST,"09:31-11:30,13:01-15:00",1
000048.XSHE,京基智农,JJZN,100,ConsumerStaples,必需消费品,C13,农副食品加工业,1994-11-01,4.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000049.XSHE,德赛电池,DSDC,100,InformationTechnology,信息技术,C38,电气机械和器材制造业,1995-03-20,4.95,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000050.XSHE,深天马A,STMA,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1995-03-15,4.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000055.XSHE,方大集团,FDJT,100,Industrials,工业,C33,金属制品业,1996-04-15,5.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000056.XSHE,皇庭国际,HTGJ,100,RealEstate,房地产,L72,商务服务业,1996-07-08,4.78,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000058.XSHE,深赛格,SSG,100,RealEstate,房地产,L72,商务服务业,1996-12-26,6.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000059.XSHE,华锦股份,HJGF,100,Energy,能源,C25,石油加工、炼焦和核燃料加工业,1997-01-30,5.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000060.XSHE,中金岭南,ZJLN,100,Materials,原材料,C32,有色金属冶炼和压延加工业,1997-01-23,8.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000061.XSHE,农产品,NCP,100,Industrials,工业,L72,商务服务业,1997-01-10,8.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000062.XSHE,深圳华强,SZHQ,100,Industrials,工业,F51,批发业,1997-01-30,11.4,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000063.XSHE,中兴通讯,ZXTX,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1997-11-18,6.81,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000065.XSHE,北方国际,BFGJ,100,Industrials,工业,E48,土木工程建筑业,1998-06-05,3.98,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000066.XSHE,中国长城,ZGCC,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1997-06-26,6.58,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000068.XSHE,华控赛格,HKSG,100,Industrials,工业,M74,专业技术服务业,1997-06-11,5.45,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000069.XSHE,华侨城A,HQCA,100,ConsumerDiscretionary,非必须消费品,K70,房地产业,1997-09-10,6.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000070.XSHE,特发信息,TFXX,100,InformationTechnology,信息技术,C38,电气机械和器材制造业,2000-05-11,7.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000078.XSHE,海王生物,HWSW,100,ConsumerStaples,必需消费品,F52,零售业,1998-12-18,5.36,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000088.XSHE,盐田港,YTG,100,Industrials,工业,G54,道路运输业,1997-07-28,5.31,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000089.XSHE,深圳机场,SZJC,100,Industrials,工业,G56,航空运输业,1998-04-20,6.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000090.XSHE,天健集团,TJJT,100,Industrials,工业,E48,土木工程建筑业,1999-07-21,8.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000096.XSHE,广聚能源,GJNY,100,Energy,能源,F51,批发业,2000-07-24,6.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000099.XSHE,中信海直,ZXHZ,100,Industrials,工业,G56,航空运输业,2000-07-31,10.2,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000100.XSHE,TCL科技,TCLKJ,100,ConsumerDiscretionary,非必须消费品,C39,计算机、通信和其他电子设备制造业,2004-01-30,4.26,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000150.XSHE,*ST宜康,*STYK,100,Unknown,未知,Unknown,未知,2000-08-07,7.68,2023-06-09,CS,XSHE,MainBoard,Delisted,StarST,"09:31-11:30,13:01-15:00",1
000151.XSHE,中成股份,ZCGF,100,Industrials,工业,F51,批发业,2000-09-06,7.78,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000153.XSHE,丰原药业,FYYY,100,HealthCare,医疗保健,C27,医药制造业,2000-09-20,18.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000155.XSHE,川能动力,CNDL,100,Utilities,公用事业,D44,电力、热力生产和供应业,2000-09-26,6.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000156.XSHE,华数传媒,HSCM,100,TelecommunicationServices,电信服务,R86,广播、电视、电影和影视录音制作业,2000-09-06,8.98,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000157.XSHE,中联重科,ZLZK,100,Industrials,工业,C35,专用设备制造业,2000-10-12,12.74,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000158.XSHE,常山北明,CSBM,100,ConsumerDiscretionary,非必须消费品,I65,软件和信息技术服务业,2000-07-24,6.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000159.XSHE,国际实业,GJSY,100,Energy,能源,F51,批发业,2000-09-26,5.88,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000166.XSHE,申万宏源,SWHY,100,Financials,金融,J67,资本市场服务,2015-01-26,4.86,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000301.XSHE,东方盛虹,DFSH,100,Utilities,公用事业,C28,化学纤维制造业,2000-05-29,4.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000333.XSHE,美的集团,MDJT,100,ConsumerDiscretionary,非必须消费品,C38,电气机械和器材制造业,2013-09-18,44.56,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000338.XSHE,潍柴动力,WCDL,100,Industrials,工业,C36,汽车制造业,2007-04-30,20.47,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000400.XSHE,许继电气,XJDQ,100,Industrials,工业,C38,电气机械和器材制造业,1997-04-18,9.24,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000401.XSHE,冀东水泥,JDSN,100,Materials,原材料,C30,非金属矿物制品业,1996-06-14,5.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000402.XSHE,金融街,JRJ,100,RealEstate,房地产,K70,房地产业,1996-06-26,3.68,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000403.XSHE,派林生物,PLSW,100,HealthCare,医疗保健,C27,医药制造业,1996-06-28,3.78,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000404.XSHE,长虹华意,CHHY,100,Industrials,工业,C34,通用设备制造业,1996-06-19,4.08,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000407.XSHE,胜利股份,SLGF,100,Utilities,公用事业,D45,燃气生产和供应业,1996-07-03,6.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000408.XSHE,藏格矿业,ZGKY,100,Materials,原材料,C26,化学原料和化学制品制造业,1996-06-28,4.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000409.XSHE,云鼎科技,YDKJ,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,1996-06-27,5.68,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000410.XSHE,沈阳机床,SYJC,100,Industrials,工业,C34,通用设备制造业,1996-07-18,4.16,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000411.XSHE,英特集团,YTJT,100,ConsumerStaples,必需消费品,F51,批发业,1996-07-16,4.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000413.XSHE,东旭光电,DXGD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1996-09-25,6.28,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000415.XSHE,渤海租赁,BHZL,100,Industrials,工业,L71,租赁业,1996-07-16,6.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000416.XSHE,*ST民控,*STMK,100,Financials,金融,J69,其他金融业,1996-07-19,5.35,0000-00-00,CS,XSHE,MainBoard,Active,StarST,"09:31-11:30,13:01-15:00",1
000417.XSHE,合肥百货,HFBH,100,ConsumerDiscretionary,非必须消费品,F52,零售业,1996-08-12,5.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000418.XSHE,小天鹅A,XTEA,100,Unknown,未知,Unknown,未知,1997-03-28,12.24,2019-06-21,CS,XSHE,MainBoard,Delisted,Normal,"09:31-11:30,13:01-15:00",1
000419.XSHE,通程控股,TCKG,100,ConsumerDiscretionary,非必须消费品,F52,零售业,1996-08-16,6.08,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000420.XSHE,吉林化纤,JLHX,100,Materials,原材料,C28,化学纤维制造业,1996-08-02,6.99,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000421.XSHE,南京公用,NJGY,100,Utilities,公用事业,D45,燃气生产和供应业,1996-08-06,5.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000422.XSHE,湖北宜化,HBYH,100,Materials,原材料,C26,化学原料和化学制品制造业,1996-08-15,5.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000423.XSHE,东阿阿胶,DEEJ,100,HealthCare,医疗保健,C27,医药制造业,1996-07-29,5.28,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000425.XSHE,徐工机械,XGJX,100,Industrials,工业,C35,专用设备制造业,1996-08-28,4.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000426.XSHE,兴业银锡,XYYX,100,Materials,原材料,B09,有色金属矿采选业,1996-08-28,5.88,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000428.XSHE,华天酒店,HTJD,100,ConsumerDiscretionary,非必须消费品,H61,住宿业,1996-08-08,5.98,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000429.XSHE,粤高速A,YGSA,100,Industrials,工业,G54,道路运输业,1998-02-20,5.41,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000430.XSHE,张家界,ZJJ,100,ConsumerDiscretionary,非必须消费品,N78,公共设施管理业,1996-08-29,6.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000488.XSHE,晨鸣纸业,CMZY,100,Materials,原材料,C22,造纸和纸制品业,2000-11-20,20.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000498.XSHE,山东路桥,SDLQ,100,Industrials,工业,E48,土木工程建筑业,1997-06-09,5.88,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000501.XSHE,武商集团,WSJT,100,ConsumerDiscretionary,非必须消费品,F52,零售业,1992-11-20,3.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000502.XSHE,绿景退,LJT,100,Unknown,未知,Unknown,未知,1992-11-23,1.0,2022-06-27,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000503.XSHE,国新健康,GXJK,100,HealthCare,医疗保健,I64,互联网和相关服务,1992-11-30,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000504.XSHE,南华生物,NHSW,100,HealthCare,医疗保健,M75,科技推广和应用服务业,1992-12-08,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000505.XSHE,京粮控股,JLKG,100,RealEstate,房地产,C13,农副食品加工业,1992-12-21,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000506.XSHE,中润资源,ZRZY,100,Materials,原材料,B09,有色金属矿采选业,1993-03-12,13.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000507.XSHE,珠海港,ZHG,100,Industrials,工业,G55,水上运输业,1993-03-26,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000509.XSHE,华塑控股,HSKG,100,HealthCare,医疗保健,Q83,卫生,1993-05-07,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000510.XSHE,新金路,XJL,100,Materials,原材料,C26,化学原料和化学制品制造业,1993-05-07,3.2,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000511.XSHE,烯碳退,XTT,100,Unknown,未知,Unknown,未知,1993-05-18,100.0,2018-07-18,CS,XSHE,MainBoard,Delisted,Other,"09:31-11:30,13:01-15:00",1
000513.XSHE,丽珠集团,LZJT,100,HealthCare,医疗保健,C27,医药制造业,1993-10-28,6.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000514.XSHE,渝开发,YKF,100,RealEstate,房地产,K70,房地产业,1993-07-12,1.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000516.XSHE,国际医学,GJYX,100,HealthCare,医疗保健,Q83,卫生,1993-08-09,2.1,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000517.XSHE,荣安地产,RADC,100,RealEstate,房地产,K70,房地产业,1993-08-06,3.3,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000518.XSHE,四环生物,SHSW,100,HealthCare,医疗保健,C27,医药制造业,1993-09-08,2.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000519.XSHE,中兵红箭,ZBHJ,100,Materials,原材料,C35,专用设备制造业,1993-10-08,200.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000520.XSHE,凤凰航运,FHHY,100,Industrials,工业,G55,水上运输业,1993-10-25,6.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000521.XSHE,长虹美菱,CHML,100,ConsumerDiscretionary,非必须消费品,C38,电气机械和器材制造业,1993-10-18,4.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000523.XSHE,广州浪奇,GZLQ,100,ConsumerStaples,必需消费品,C26,化学原料和化学制品制造业,1993-11-08,6.9,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000524.XSHE,岭南控股,LNKG,100,ConsumerDiscretionary,非必须消费品,L72,商务服务业,1993-11-18,6.28,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000525.XSHE,ST红太阳,STHTY,100,Materials,原材料,C26,化学原料和化学制品制造业,1993-10-28,2.68,0000-00-00,CS,XSHE,MainBoard,Active,Other,"09:31-11:30,13:01-15:00",1
000526.XSHE,学大教育,XDJY,100,ConsumerDiscretionary,非必须消费品,P82,教育,1993-11-01,2.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000528.XSHE,柳工,LG,100,Industrials,工业,C35,专用设备制造业,1993-11-18,4.2,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000529.XSHE,广弘控股,GHKG,100,ConsumerStaples,必需消费品,C13,农副食品加工业,1993-11-18,7.2,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000530.XSHE,冰山冷热,BSLR,100,Industrials,工业,C34,通用设备制造业,1993-12-08,3.5,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000531.XSHE,穗恒运A,SHYA,100,Utilities,公用事业,D44,电力、热力生产和供应业,1994-01-06,4.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000532.XSHE,华金资本,HJZB,100,Industrials,工业,S90,综合,1994-01-03,7.83,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000533.XSHE,顺钠股份,SNGF,100,Industrials,工业,C38,电气机械和器材制造业,1994-01-03,4.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000534.XSHE,万泽股份,WZGF,100,HealthCare,医疗保健,C27,医药制造业,1994-01-10,6.42,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000536.XSHE,华映科技,HYKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,1993-11-26,1.68,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000537.XSHE,广宇发展,GYFZ,100,RealEstate,房地产,K70,房地产业,1993-12-10,3.68,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000538.XSHE,云南白药,YNBY,100,HealthCare,医疗保健,C27,医药制造业,1993-12-15,3.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000539.XSHE,粤电力A,YDLA,100,Utilities,公用事业,D44,电力、热力生产和供应业,1993-11-26,9.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
000540.XSHE,*ST中天,*STZT,100,Unknown,未知,Unknown,未知,1994-02-02,3.1,2023-06-30,CS,XSHE,MainBoard,Delisted,StarST,"09:31-11:30,13:01-15:00",1
000541.XSHE,佛山照明,FSZM,100,ConsumerDiscretionary,非必须消费品,C38,电气机械和器材制造业,1993-11-23,10.23,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
