order_book_id,symbol,abbrev_symbol,round_lot,sector_code,sector_code_name,industry_code,industry_name,listed_date,issue_price,de_listed_date,type,exchange,board_type,status,special_type,trading_hours,market_tplus
002935.XSHE,天奥电子,TADZ,100,Industrials,工业,C39,计算机、通信和其他电子设备制造业,2018-09-03,19.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002936.XSHE,郑州银行,ZZYH,100,Financials,金融,J66,货币金融服务,2018-09-19,4.59,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002937.XSHE,兴瑞科技,XRKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2018-09-26,9.94,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002938.XSHE,鹏鼎控股,PDKG,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2018-09-18,16.07,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002939.XSHE,长城证券,CCZQ,100,Financials,金融,J67,资本市场服务,2018-10-26,6.31,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002940.XSHE,昂利康,ALK,100,HealthCare,医疗保健,C27,医药制造业,2018-10-23,23.07,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002941.XSHE,新疆交建,XJJJ,100,Industrials,工业,E48,土木工程建筑业,2018-11-28,7.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002942.XSHE,新农股份,XNGF,100,Materials,原材料,C26,化学原料和化学制品制造业,2018-12-05,14.33,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002943.XSHE,宇晶股份,YJGF,100,Industrials,工业,C34,通用设备制造业,2018-11-29,17.61,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002945.XSHE,华林证券,HLZQ,100,Financials,金融,J67,资本市场服务,2019-01-17,3.62,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002946.XSHE,新乳业,XRY,100,ConsumerStaples,必需消费品,C14,食品制造业,2019-01-25,5.45,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002947.XSHE,恒铭达,HMD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2019-02-01,18.72,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002948.XSHE,青岛银行,QDYH,100,Financials,金融,J66,货币金融服务,2019-01-16,4.52,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002949.XSHE,华阳国际,HYGJ,100,Industrials,工业,M74,专业技术服务业,2019-02-26,10.51,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002950.XSHE,奥美医疗,AMYL,100,HealthCare,医疗保健,C35,专用设备制造业,2019-03-11,11.03,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002951.XSHE,ST金时,STJS,100,Industrials,工业,C23,印刷和记录媒介复制业,2019-03-15,9.94,0000-00-00,CS,XSHE,MainBoard,Active,ST,"09:31-11:30,13:01-15:00",1
002952.XSHE,亚世光电,YSGD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2019-03-28,31.14,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002953.XSHE,日丰股份,RFGF,100,Industrials,工业,C38,电气机械和器材制造业,2019-05-09,10.52,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002955.XSHE,鸿合科技,HHKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2019-05-23,52.41,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002956.XSHE,西麦食品,XMSP,100,ConsumerStaples,必需消费品,C14,食品制造业,2019-06-19,36.66,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002957.XSHE,科瑞技术,KRJS,100,Industrials,工业,C35,专用设备制造业,2019-07-26,15.1,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002958.XSHE,青农商行,QNSH,100,Financials,金融,J66,货币金融服务,2019-03-26,3.96,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002959.XSHE,小熊电器,XXDQ,100,ConsumerDiscretionary,非必须消费品,C38,电气机械和器材制造业,2019-08-23,34.25,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002960.XSHE,青鸟消防,QNXF,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2019-08-09,17.34,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002961.XSHE,瑞达期货,RDQH,100,Financials,金融,J67,资本市场服务,2019-09-05,5.57,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002962.XSHE,五方光电,WFGD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2019-09-17,14.39,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002963.XSHE,豪尔赛,HES,100,Industrials,工业,E50,建筑装饰和其他建筑业,2019-10-28,23.66,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002965.XSHE,祥鑫科技,XXKJ,100,Industrials,工业,C33,金属制品业,2019-10-25,19.89,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002966.XSHE,苏州银行,SZYH,100,Financials,金融,J66,货币金融服务,2019-08-02,7.86,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002967.XSHE,广电计量,GDJL,100,InformationTechnology,信息技术,M74,专业技术服务业,2019-11-08,7.43,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002968.XSHE,新大正,XDZ,100,RealEstate,房地产,K70,房地产业,2019-12-03,26.76,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002969.XSHE,嘉美包装,JMBZ,100,Materials,原材料,C33,金属制品业,2019-12-02,3.67,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002970.XSHE,锐明技术,RMJS,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2019-12-17,38.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002971.XSHE,和远气体,HYQT,100,Materials,原材料,C26,化学原料和化学制品制造业,2020-01-13,10.82,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002972.XSHE,科安达,KAD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2019-12-27,11.49,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002973.XSHE,侨银股份,QYGF,100,Industrials,工业,N78,公共设施管理业,2020-01-06,5.74,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002975.XSHE,博杰股份,BJGF,100,Industrials,工业,C35,专用设备制造业,2020-02-05,34.6,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002976.XSHE,瑞玛精密,RMJM,100,InformationTechnology,信息技术,C33,金属制品业,2020-03-06,19.01,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002977.XSHE,天箭科技,TJKJ,100,Industrials,工业,C39,计算机、通信和其他电子设备制造业,2020-03-17,29.98,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002978.XSHE,安宁股份,ANGF,100,Materials,原材料,B09,有色金属矿采选业,2020-04-17,27.47,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002979.XSHE,雷赛智能,LSZN,100,InformationTechnology,信息技术,C40,仪器仪表制造业,2020-04-08,9.8,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002980.XSHE,华盛昌,HSC,100,InformationTechnology,信息技术,C40,仪器仪表制造业,2020-04-15,14.89,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002981.XSHE,朝阳科技,CYKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-04-17,17.32,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002982.XSHE,湘佳股份,XJGF,100,ConsumerStaples,必需消费品,A03,畜牧业,2020-04-24,29.63,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002983.XSHE,芯瑞达,XRD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-04-28,12.97,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002984.XSHE,森麒麟,SQL,100,ConsumerDiscretionary,非必须消费品,C29,橡胶和塑料制品业,2020-09-11,18.96,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002985.XSHE,北摩高科,BMGK,100,Industrials,工业,C37,铁路、船舶、航空航天和其他运输设备制造业,2020-04-29,22.53,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002986.XSHE,宇新股份,YXGF,100,Materials,原材料,C26,化学原料和化学制品制造业,2020-06-02,39.99,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002987.XSHE,京北方,JBF,100,Industrials,工业,I65,软件和信息技术服务业,2020-05-07,23.04,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002988.XSHE,豪美新材,HMXC,100,Materials,原材料,C32,有色金属冶炼和压延加工业,2020-05-18,10.94,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002989.XSHE,中天精装,ZTJZ,100,Industrials,工业,E50,建筑装饰和其他建筑业,2020-06-10,24.52,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002990.XSHE,盛视科技,SSKJ,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2020-05-25,36.81,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002991.XSHE,甘源食品,GYSP,100,ConsumerStaples,必需消费品,C13,农副食品加工业,2020-07-31,38.76,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002992.XSHE,宝明科技,BMKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-08-03,22.35,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002993.XSHE,奥海科技,AHKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-08-17,26.88,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002995.XSHE,天地在线,TDZX,100,TelecommunicationServices,电信服务,I64,互联网和相关服务,2020-08-05,33.84,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002996.XSHE,顺博合金,SBHJ,100,Materials,原材料,C42,废弃资源综合利用业,2020-08-28,8.41,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002997.XSHE,瑞鹄模具,RHMJ,100,ConsumerDiscretionary,非必须消费品,C35,专用设备制造业,2020-09-03,12.48,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002998.XSHE,优彩资源,YCZY,100,Materials,原材料,C28,化学纤维制造业,2020-09-25,5.85,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
002999.XSHE,天禾股份,THGF,100,Materials,原材料,F52,零售业,2020-09-03,6.62,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003000.XSHE,劲仔食品,JZSP,100,ConsumerStaples,必需消费品,C13,农副食品加工业,2020-09-14,5.02,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003001.XSHE,中岩大地,ZYDD,100,Industrials,工业,E48,土木工程建筑业,2020-10-13,30.16,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003002.XSHE,壶化股份,HHGF,100,Materials,原材料,C26,化学原料和化学制品制造业,2020-09-22,8.22,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003003.XSHE,天元股份,TYGF,100,Industrials,工业,C23,印刷和记录媒介复制业,2020-09-21,10.49,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003004.XSHE,声迅股份,SXGF,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2020-11-26,20.26,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003005.XSHE,竞业达,JYD,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2020-09-22,31.83,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003006.XSHE,百亚股份,BYGF,100,ConsumerStaples,必需消费品,C22,造纸和纸制品业,2020-09-21,6.61,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003007.XSHE,直真科技,ZZKJ,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2020-09-23,23.4,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003008.XSHE,开普检测,KPJC,100,Industrials,工业,M74,专业技术服务业,2020-09-23,30.42,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003009.XSHE,中天火箭,ZTHJ,100,Industrials,工业,C37,铁路、船舶、航空航天和其他运输设备制造业,2020-09-25,12.94,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003010.XSHE,若羽臣,RYC,100,ConsumerDiscretionary,非必须消费品,I64,互联网和相关服务,2020-09-25,15.2,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003011.XSHE,海象新材,HXXC,100,ConsumerDiscretionary,非必须消费品,C29,橡胶和塑料制品业,2020-09-30,38.67,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003012.XSHE,东鹏控股,DPKG,100,Materials,原材料,C30,非金属矿物制品业,2020-10-19,11.35,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003013.XSHE,地铁设计,DTSJ,100,Industrials,工业,M74,专业技术服务业,2020-10-22,13.43,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003015.XSHE,日久光电,RJGD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-10-21,6.57,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003016.XSHE,欣贺股份,XHGF,100,ConsumerDiscretionary,非必须消费品,C18,纺织服装、服饰业,2020-10-26,8.99,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003017.XSHE,大洋生物,DYSW,100,HealthCare,医疗保健,C26,化学原料和化学制品制造业,2020-10-26,28.85,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003018.XSHE,金富科技,JFKJ,100,Materials,原材料,C29,橡胶和塑料制品业,2020-11-06,8.93,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003019.XSHE,宸展光电,CZGD,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-11-17,23.58,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003020.XSHE,立方制药,LFZY,100,ConsumerStaples,必需消费品,F51,批发业,2020-12-15,23.13,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003021.XSHE,兆威机电,ZWJD,100,Industrials,工业,C38,电气机械和器材制造业,2020-12-04,75.12,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003022.XSHE,联泓新科,LHXK,100,Materials,原材料,C26,化学原料和化学制品制造业,2020-12-08,11.46,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003023.XSHE,彩虹集团,CHJT,100,ConsumerDiscretionary,非必须消费品,C38,电气机械和器材制造业,2020-12-11,23.89,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003025.XSHE,思进智能,SJZN,100,Industrials,工业,C34,通用设备制造业,2020-12-11,21.34,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003026.XSHE,中晶科技,ZJKJ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-12-18,13.89,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003027.XSHE,同兴环保,TXHB,100,Industrials,工业,N77,生态保护和环境治理业,2020-12-18,40.11,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003028.XSHE,振邦智能,ZBZN,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2020-12-28,21.75,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003029.XSHE,吉大正元,JDZY,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2020-12-24,11.27,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003030.XSHE,祖名股份,ZMGF,100,ConsumerStaples,必需消费品,C13,农副食品加工业,2021-01-06,15.18,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003031.XSHE,中瓷电子,ZCDZ,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2021-01-04,15.27,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003032.XSHE,传智教育,CZJY,100,ConsumerDiscretionary,非必须消费品,P82,教育,2021-01-12,8.46,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003033.XSHE,征和工业,ZHGY,100,Industrials,工业,C34,通用设备制造业,2021-01-11,23.28,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003035.XSHE,南网能源,NWNY,100,Industrials,工业,M75,科技推广和应用服务业,2021-01-19,1.4,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003036.XSHE,泰坦股份,TTGF,100,Industrials,工业,C35,专用设备制造业,2021-01-28,5.72,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003037.XSHE,三和管桩,SHGZ,100,Materials,原材料,C30,非金属矿物制品业,2021-02-04,6.38,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003038.XSHE,鑫铂股份,XBGF,100,Materials,原材料,C32,有色金属冶炼和压延加工业,2021-02-10,18.08,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003039.XSHE,顺控发展,SKFZ,100,Utilities,公用事业,D46,水的生产和供应业,2021-03-08,5.86,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003040.XSHE,楚天龙,CTL,100,InformationTechnology,信息技术,C39,计算机、通信和其他电子设备制造业,2021-03-22,4.62,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003041.XSHE,真爱美家,ZAMJ,100,ConsumerDiscretionary,非必须消费品,C17,纺织业,2021-04-06,18.0,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003042.XSHE,中农联合,ZNLH,100,Materials,原材料,C26,化学原料和化学制品制造业,2021-04-06,21.56,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003043.XSHE,华亚智能,HYZN,100,Materials,原材料,C33,金属制品业,2021-04-06,19.81,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
003816.XSHE,中国广核,ZGGH,100,Utilities,公用事业,D44,电力、热力生产和供应业,2019-08-26,2.49,0000-00-00,CS,XSHE,MainBoard,Active,Normal,"09:31-11:30,13:01-15:00",1
300001.XSHE,特锐德,TRD,100,Industrials,工业,C38,电气机械和器材制造业,2009-10-30,23.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300002.XSHE,神州泰岳,SZTY,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2009-10-30,58.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300003.XSHE,乐普医疗,LPYL,100,HealthCare,医疗保健,C35,专用设备制造业,2009-10-30,29.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300004.XSHE,南风股份,NFGF,100,Industrials,工业,C34,通用设备制造业,2009-10-30,22.89,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300005.XSHE,探路者,TLZ,100,ConsumerDiscretionary,非必须消费品,C18,纺织服装、服饰业,2009-10-30,19.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300006.XSHE,莱美药业,LMYY,100,HealthCare,医疗保健,C27,医药制造业,2009-10-30,16.5,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300007.XSHE,汉威科技,HWKJ,100,InformationTechnology,信息技术,C40,仪器仪表制造业,2009-10-30,27.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300008.XSHE,天海防务,THFW,100,Industrials,工业,E48,土木工程建筑业,2009-10-30,27.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300009.XSHE,安科生物,AKSW,100,HealthCare,医疗保健,C27,医药制造业,2009-10-30,17.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300010.XSHE,*ST豆神,*STDS,100,Industrials,工业,I65,软件和信息技术服务业,2009-10-30,18.0,0000-00-00,CS,XSHE,GEM,Active,Other,"09:31-11:30,13:01-15:00",1
300011.XSHE,鼎汉技术,DHJS,100,Industrials,工业,C37,铁路、船舶、航空航天和其他运输设备制造业,2009-10-30,37.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300012.XSHE,华测检测,HCJC,100,Industrials,工业,M74,专业技术服务业,2009-10-30,25.78,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300013.XSHE,新宁物流,XNWL,100,Industrials,工业,G59,仓储业,2009-10-30,15.6,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300014.XSHE,亿纬锂能,YWLN,100,InformationTechnology,信息技术,C38,电气机械和器材制造业,2009-10-30,18.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300015.XSHE,爱尔眼科,AEYK,100,HealthCare,医疗保健,Q83,卫生,2009-10-30,28.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300016.XSHE,北陆药业,BLYY,100,HealthCare,医疗保健,C27,医药制造业,2009-10-30,17.86,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300017.XSHE,网宿科技,WSKJ,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2009-10-30,24.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300018.XSHE,中元股份,ZYGF,100,Industrials,工业,C38,电气机械和器材制造业,2009-10-30,32.18,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300019.XSHE,硅宝科技,GBKJ,100,Materials,原材料,C26,化学原料和化学制品制造业,2009-10-30,23.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300020.XSHE,银江技术,YJJS,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2009-10-30,20.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300021.XSHE,大禹节水,DYJS,100,Materials,原材料,C29,橡胶和塑料制品业,2009-10-30,14.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300022.XSHE,吉峰科技,JFKJ,100,ConsumerDiscretionary,非必须消费品,F52,零售业,2009-10-30,17.75,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300023.XSHE,宝德退,BDT,100,Unknown,未知,Unknown,未知,2009-10-30,19.6,2022-06-29,CS,XSHE,GEM,Delisted,Other,"09:31-11:30,13:01-15:00",1
300024.XSHE,机器人,JQR,100,Industrials,工业,C34,通用设备制造业,2009-10-30,39.8,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300025.XSHE,华星创业,HXCY,100,InformationTechnology,信息技术,I65,软件和信息技术服务业,2009-10-30,19.66,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300026.XSHE,红日药业,HRYY,100,HealthCare,医疗保健,C27,医药制造业,2009-10-30,60.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300027.XSHE,华谊兄弟,HYXD,100,TelecommunicationServices,电信服务,R86,广播、电视、电影和影视录音制作业,2009-10-30,28.58,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300028.XSHE,金亚退,JYT,100,Unknown,未知,Unknown,未知,2009-10-30,11.3,2020-08-03,CS,XSHE,GEM,Delisted,Other,"09:31-11:30,13:01-15:00",1
300029.XSHE,ST天龙,STTL,100,InformationTechnology,信息技术,C35,专用设备制造业,2009-12-25,18.18,0000-00-00,CS,XSHE,GEM,Active,ST,"09:31-11:30,13:01-15:00",1
300030.XSHE,阳普医疗,YPYL,100,HealthCare,医疗保健,C35,专用设备制造业,2009-12-25,25.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300031.XSHE,宝通科技,BTKJ,100,TelecommunicationServices,电信服务,I64,互联网和相关服务,2009-12-25,38.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
300032.XSHE,金龙机电,JLJD,100,InformationTechnology,信息技术,C38,电气机械和器材制造业,2009-12-25,19.0,0000-00-00,CS,XSHE,GEM,Active,Normal,"09:31-11:30,13:01-15:00",1
